mouse1	mouse2	mouse3
164.1089	148.7886	158.9514
154.1710	181.1711	199.9583
170.2879	163.3573	126.4245
153.2817	161.7666	179.3563
181.9902	164.1422	172.2825
175.4940	156.8789	174.1458
184.2791	163.6244	179.7832
139.0341	191.9152	142.9226
150.1157	187.3272	142.9480
152.2260	136.5768	162.4999
144.7868	129.8838	133.2599
186.9020	168.8930	175.4554
161.6826	181.8830	142.6671
182.3320	152.8364	167.4563
203.9168	108.8366	165.8798
193.9842	151.4713	126.9965
179.0722	176.1560	168.4517
180.3389	156.5808	160.5379
149.9185	177.8486	167.6189
186.0035	167.2962	154.6495
187.6519	145.7586	165.7777
114.0782	171.6910	194.5362
189.7484	166.5545	149.1196
168.3287	189.8825	154.2670
173.0813	174.7397	162.6140
172.2887	125.9718	171.9749
160.7843	164.6331	165.3291
195.4292	136.8104	185.7358
198.1635	162.9928	167.1011
143.1229	170.0493	186.6589
138.3617	202.2494	168.3174
173.8460	166.4189	165.4717
157.6479	166.8058	147.1589
139.9188	150.4839	180.1518
150.0742	168.6951	166.5217
149.5407	190.1789	180.7754
127.9906	153.0641	197.9695
139.6095	166.5204	162.4204
133.2383	153.2129	151.9544
172.8588	177.6962	172.0311
152.3824	184.7633	113.5794
172.2880	169.8382	147.0548
 85.4237	105.8669	169.4845
174.8519	173.1375	127.0507
173.9087	164.9043	131.3003
182.6392	158.9661	175.0529
175.5767	144.9640	131.6785
155.4623	142.0006	192.5986
167.2167	123.8011	173.6098
168.7028	173.6233	159.0388
175.4372	171.4627	136.8553
167.0944	178.3694	191.6172
151.1707	165.8890	194.5148
135.3007	144.0185	168.1329
180.1246	177.2393	136.6328
187.1435	139.7062	174.0117
152.6653	171.7940	169.0157
194.6069	160.9774	175.5208
146.1719	167.5775	136.8886
154.0290	150.7234	130.3134
115.2620	138.7343	190.0047
174.5169	129.8492	122.8473
166.2385	138.5040	188.0623
156.8085	123.2887	174.2412
135.5411	193.8673	128.3120
169.9840	145.5396	136.7018
184.0571	140.9169	172.0741
143.6607	161.8159	199.6999
178.3284	170.9860	147.0895
170.3453	176.0441	168.2141
150.9390	152.1114	132.9634
158.1151	170.9944	151.2389
149.3596	171.5076	180.3177
155.5960	141.7301	175.0516
168.3911	160.1092	165.5500
135.5197	188.8512	142.3874
141.6914	186.4330	166.6195
165.0573	172.3462	141.1215
128.7161	155.5531	127.7636
174.9067	131.0074	185.2423
167.8863	166.5904	174.4677
150.3145	198.0311	157.8046
153.4792	163.2301	132.8755
110.0130	172.8056	177.3515
144.4406	175.8675	159.8258
164.1035	158.9144	161.6067
132.9904	136.3701	165.7964
156.6819	160.8143	177.5684
164.9447	171.1398	172.5594
179.4781	163.4813	183.3543
179.1986	172.8953	114.2620
127.1437	175.3814	177.1093
160.1559	170.1529	170.0217
177.6011	195.9554	 93.0428
169.5675	185.9420	160.9038
193.6890	156.6598	172.4558
156.7222	138.9881	166.0085
172.0062	153.5943	160.6818
160.2756	153.1723	173.8028
134.8747	181.0113	164.2509
136.8678	154.2306	193.6701
141.7718	142.3730	158.2369
171.8157	179.3407	182.4907
164.7962	204.0352	181.4053
187.8640	153.9106	182.3926
138.9779	187.5734	159.3513
158.7283	134.6674	175.1075
126.8207	 92.2283	155.3474
157.0247	144.0924	156.0781
110.3347	194.0405	144.7552
179.9442	159.4755	183.2978
144.0355	184.0340	130.5564
172.9849	125.2354	195.8490
184.1974	192.0194	158.7635
174.9091	161.6474	182.7652
153.4484	130.4482	110.4255
172.1870	205.5639	169.1509
186.2829	192.5470	103.7835
150.0031	177.1424	192.1848
 95.2806	189.5998	181.3924
180.8838	157.6666	135.2707
159.3192	180.0339	165.5094
135.8334	167.5736	177.1909
136.4908	188.4835	170.8150
136.4295	173.3470	157.2132
162.3862	183.8025	154.9345
171.4419	106.2410	198.3848
165.2044	118.5510	148.6458
152.6783	157.6246	163.2097
175.5664	161.0774	149.3863
152.3399	162.2279	185.1817
152.0237	179.9879	163.3162
169.5403	155.2011	187.1573
158.4644	199.2910	178.6910
167.9773	182.4579	130.3387
132.3937	199.8072	170.8597
128.6857	163.4536	165.4826
159.0865	145.1057	164.1361
170.6684	184.7088	179.6903
152.4856	145.2075	177.9633
119.9778	160.5825	174.7930
168.4931	201.9907	168.5231
159.0121	187.0977	170.0359
179.2038	157.8883	 84.5350
117.4258	173.1429	127.6596
197.4497	175.2998	152.7605
166.7941	159.6922	162.9663
179.6156	129.2018	144.6298
177.9483	161.8346	156.5169
188.2498	143.9199	151.1526
150.4181	180.8676	138.0961
138.4650	 92.9311	136.2089
170.1733	160.9521	165.9834
166.9663	149.8591	149.3090
175.3095	124.5951	172.2579
167.2290	149.9081	147.9137
162.1889	187.0029	136.2246
157.5339	160.0162	181.7851
135.6301	143.3307	155.8150
181.0859	169.6616	121.0765
152.9545	146.9087	168.2489
114.2330	 92.0205	145.6668
181.3762	189.4336	167.8920
174.3829	162.9483	143.2161
164.7808	179.2850	141.0574
182.1326	166.7266	190.7421
154.0423	140.5852	154.2080
165.7378	172.7296	170.9356
160.7242	138.5916	138.2298
193.6514	191.0665	 98.3464
188.2435	179.8732	181.8206
151.5913	188.3227	184.3539
163.5738	183.7350	145.6385
159.0506	181.0307	179.3166
187.4965	162.4985	160.3697
158.4667	173.6809	160.7550
181.1224	149.0340	160.6923
156.7502	176.5105	171.3092
181.5008	151.1701	170.6482
171.0698	164.8621	141.3335
130.5486	161.7712	141.6382
159.9927	127.1502	189.9309
165.0933	162.4265	114.7489
173.6606	156.1292	182.4830
155.4476	160.6827	165.2501
134.8594	145.9451	138.5264
149.7301	174.1261	150.6510
178.5325	157.8421	160.3845
181.1643	158.2353	146.9725
179.1988	190.4310	163.4474
177.9862	172.6637	170.0158
167.3518	171.6105	138.9545
145.6803	169.8683	110.9536
188.1111	153.6219	175.6905
172.7761	183.6608	185.9577
155.8169	156.5891	197.8103
171.2327	160.5488	174.0076
170.1683	126.4078	184.8587
156.5670	165.3299	164.7078
144.4036	176.6754	196.2038
181.1179	115.6360	141.2326
132.6558	147.9523	194.4648
187.8472	165.9032	155.2466
158.7314	167.5224	150.3104
161.4580	140.2895	172.6575
169.4009	151.9723	172.5398
175.0563	125.9083	180.1519
116.8392	153.5525	163.6372
182.1175	175.3755	113.7128
174.8805	 67.4385	176.5386
118.3584	158.9427	170.5646
177.1549	162.7968	142.9781
188.3951	183.7803	168.3589
160.9008	156.6076	166.3851
179.2461	150.7810	162.8459
 97.0413	150.2089	166.7642
160.7206	133.5179	174.1850
162.6470	122.9954	186.2635
160.7049	174.9094	144.6455
177.3096	150.5575	174.1745
167.0238	185.0321	186.6161
175.4945	140.5763	145.1018
159.8349	191.5929	184.2849
169.1170	137.3035	159.8229
183.8866	139.6866	182.5906
161.6317	181.5015	170.6207
194.0298	182.2141	195.1692
156.6167	165.7024	167.6409
151.5498	146.2859	160.9831
126.5909	142.2681	138.2219
174.8232	167.1627	146.9020
157.9977	190.1504	195.6145
160.9100	160.3175	128.5607
167.1842	131.3231	141.7103
179.6551	155.9866	169.9841
182.3592	193.9853	181.9312
157.3346	159.9117	185.7929
173.6605	174.6617	165.7166
190.3099	174.8633	137.8001
172.8740	166.2655	135.7953
131.8566	155.0639	167.9331
175.8541	178.6832	147.0961
170.1464	190.4575	109.0047
178.7467	138.5739	159.6940
155.1766	154.6550	184.5282
162.1273	173.3315	133.0597
173.6857	154.7924	114.4742
191.3364	166.1628	161.9591
187.7928	129.5736	204.2542
176.1709	171.5537	180.6889
185.4865	162.9208	179.3043
173.8372	170.7781	142.7175
119.9111	188.8920	160.0552
148.6847	180.6268	202.7456
168.8346	192.6696	188.8414
202.3264	198.2413	140.7702
147.9186	146.2321	194.4040
148.9424	131.8015	174.7246
168.1837	165.7915	154.1679
168.1506	146.7187	143.4636
171.5660	187.6153	164.6376
204.0456	188.1616	187.3377
175.0609	120.5624	159.6321
162.9782	183.3806	160.7629
183.4553	125.5839	180.6919
121.7349	147.5965	157.3871
173.2337	142.9062	164.1209
124.6125	183.5394	184.4243
172.4000	141.5865	162.6376
152.6868	145.1018	159.6722
182.2804	185.2740	134.6851
156.8115	172.2822	159.3643
151.3189	148.8630	183.0873
162.0361	154.0324	190.0147
182.3177	170.9926	177.6333
173.3501	206.0957	176.6317
117.1200	183.3117	173.3915
187.7650	159.6623	136.0594
142.4317	140.3744	147.0849
140.6144	145.6397	176.9530
150.2964	171.4849	152.7134
184.0281	166.3322	160.9693
142.9934	172.8497	142.7737
154.3621	 90.3487	125.3319
163.9557	179.9268	157.0354
146.6824	163.7155	185.5573
180.2936	173.9775	179.8343
188.2683	181.8745	140.7080
183.9598	140.7873	189.8564
123.4106	155.9696	150.4054
160.2764	182.6013	195.9005
189.1041	177.5250	178.4758
191.2619	155.7085	174.7040
142.5657	169.8819	153.8377
181.6891	183.8745	178.3242
186.6693	181.2807	117.1502
173.9509	151.7336	160.8288
142.2638	130.2399	181.9199
147.7247	171.9916	149.4138
166.9895	153.3124	139.6694
173.6636	194.4978	199.3946
138.8860	152.7792	178.9144
162.8371	154.8308	141.0962
179.1245	195.5086	152.0483
165.7907	104.7689	175.7130
188.6798	154.3145	181.6122
138.3406	160.7553	149.8713
190.4579	131.3976	152.7236
144.1771	157.3243	154.1590
147.0782	175.1197	180.8737
170.8252	136.8276	151.6105
176.4344	147.4301	154.3283
182.9435	121.4683	124.8914
159.2343	179.8965	136.2436
130.0984	175.6864	145.7614
129.2491	160.2488	140.5829
167.4377	175.4724	187.5356
169.8718	157.4571	143.8750
169.8715	119.7100	183.0211
131.4824	154.3726	157.3572
178.8124	181.4218	174.9727
133.8478	 98.7599	154.4366
133.9502	192.2332	163.6117
134.2664	147.0369	142.5613
180.0704	169.7588	159.0826
195.1820	169.7186	177.9668
136.7756	166.3536	175.5282
128.7271	182.7714	174.0702
124.8969	 99.8396	156.4475
141.1499	160.7922	142.6769
159.0942	136.3974	163.7571
175.6374	161.7922	196.0069
163.1029	172.1883	156.8891
146.9856	133.5641	198.7297
177.3789	172.5818	165.6058
142.6731	138.4699	149.5249
165.1835	155.5715	159.4932
141.2329	174.1489	139.3281
178.0550	202.6480	173.6700
173.3003	164.7941	139.8876
163.0658	189.5050	151.3267
189.5506	184.8961	185.1396
148.0086	179.9354	161.1591
161.2864	158.5922	171.1550
154.6018	172.0948	163.6021
153.4764	166.7446	174.6145
177.1754	153.9235	146.3055
189.2920	 84.4488	169.4962
138.8646	122.8115	167.0960
183.1257	181.1401	150.2425
191.5830	156.6648	154.7843
142.3006	177.4209	167.3128
156.5065	160.7548	167.7596
162.0261	155.0228	140.5910
166.8991	162.6099	157.1624
171.7362	171.2164	124.2172
123.9780	146.3614	169.9732
125.1775	164.4799	168.0018
181.1735	154.9120	168.4069
161.2180	160.7393	161.2772
136.4444	133.1766	179.4622
134.5828	186.6119	127.3915
 91.2654	178.6562	145.7199
122.0474	179.1768	131.0234
186.5764	149.6184	178.1194
195.9232	133.7891	124.2192
191.2889	162.1659	134.2634
166.4657	153.4737	165.9260
179.0944	173.9123	131.8701
188.0647	164.2107	173.7696
153.0519	163.1031	171.7635
166.8141	149.3084	167.2269
153.0223	161.4098	171.2709
110.7592	134.9221	140.1030
174.4425	119.9772	173.7357
184.7269	176.3914	180.3239
160.3529	129.3456	151.3372
169.4468	130.3000	118.4205
176.5067	176.4681	145.5084
152.0239	144.9494	145.4616
165.7525	169.5187	165.8570
146.0252	132.2815	138.1474
164.6326	182.8180	171.0612
174.9874	154.8719	155.2930
172.3125	123.0412	174.9246
158.7304	173.5895	168.6221
139.4668	156.6205	121.1965
141.3760	166.2544	162.2605
144.6774	152.2478	163.8570
203.0607	175.4156	179.5918
118.0493	177.9208	170.7712
133.7798	154.0596	172.1835
174.6664	164.1440	188.9608
169.7342	159.5922	169.1064
150.1907	173.4685	118.6636
152.0731	157.4807	120.2433
138.6116	111.2906	191.0367
110.7402	188.7028	164.6404
201.5725	160.3571	188.7993
175.1849	164.7310	156.3963
169.1944	174.3016	157.6221
167.2030	186.8034	187.5731
138.6858	182.9926	142.2833
137.6716	124.9713	155.1721
176.5860	191.8871	149.7485
176.2512	161.5032	109.9488
167.8047	113.0120	174.2700
152.4336	155.4198	175.9608
125.5335	166.6502	147.1921
150.3968	150.9397	161.2149
177.5680	145.1749	200.7466
135.4310	190.1959	171.2777
131.9224	158.9866	188.0201
152.2785	175.3506	197.8931
167.2843	175.9109	189.9554
175.5869	160.5609	154.2680
199.8263	169.7355	155.9201
106.9601	118.1854	179.5094
180.6309	204.4239	171.0870
164.6218	181.6685	169.4157
155.9283	195.0213	137.3168
140.8843	132.0525	136.5949
111.1729	141.6876	192.7710
178.5565	176.2034	167.0837
168.6968	189.6404	182.0468
151.4788	139.5037	161.7959
142.1757	175.8448	103.7872
157.2407	198.3832	190.3108
200.8633	171.7250	162.9710
124.4633	171.9500	146.1184
169.3544	145.9526	150.1210
145.8795	176.0926	160.3598
163.1174	131.6750	160.6879
160.5160	163.2908	185.7114
191.0056	165.2840	155.4717
137.3954	183.1384	165.9243
166.0392	165.4095	168.8684
175.7799	154.0973	177.6737
196.3183	161.9802	169.6275
176.4975	154.0213	179.1330
189.9468	161.2341	162.4119
167.9973	142.8702	173.4189
119.0997	152.8727	168.6154
180.9862	159.9105	184.6171
177.6585	164.5126	130.0820
173.3742	138.0639	157.4835
 94.2350	173.6892	161.7560
155.8434	197.1884	130.9426
173.2407	132.1445	182.5192
202.8739	158.1798	149.1441
169.7602	157.2777	143.3495
189.0177	187.4157	172.5554
190.2922	164.4849	177.1218
152.3312	187.6268	173.9867
142.9167	174.4899	160.3753
183.1514	180.7401	146.8063
193.4272	164.8880	129.7139
150.5014	 82.5073	181.7882
163.8686	138.6126	161.5254
182.3806	180.8151	140.4709
186.5759	156.2426	153.1920
168.1025	191.1399	178.7928
154.7844	191.1835	167.8612
135.6594	156.7929	175.2920
181.6896	167.1738	109.9515
167.9788	163.6311	170.9567
181.8290	167.1718	141.2668
139.9681	157.2848	150.9047
158.2706	152.1453	152.4528
171.0507	159.3658	143.4328
170.3502	168.1131	163.5818
170.8254	187.0669	133.9902
157.0951	159.1202	165.4044
166.8673	192.0463	147.4009
151.4419	137.8734	167.7727
156.3128	171.3191	148.0421
142.2970	160.4460	167.3776
144.8175	176.4732	165.9464
210.1638	130.9146	152.5993
164.3516	195.5877	173.8115
157.9047	181.1079	155.1109
172.3709	173.5667	203.1419
 98.3485	144.6169	150.4122
125.9059	140.0295	165.6924
176.6722	194.1826	185.3387
176.3786	161.7160	164.1584
174.4557	192.7656	159.4756
179.3146	146.8955	142.6352
164.5642	148.7592	136.8869
165.9835	171.4406	157.1514
151.5007	153.3067	160.6656
130.7502	169.1321	166.3831
171.7899	180.2581	152.9982
168.7394	165.9824	172.1604
190.6700	116.9167	176.5504
182.4695	155.3359	137.4304
171.2464	139.0867	178.2701
159.4782	182.7969	156.6742
185.7531	160.2030	179.5310
148.3881	151.7212	149.4436
151.4179	168.3307	173.9581
196.0253	191.8925	120.0825
182.0926	138.1317	164.8025
160.3300	179.2678	171.3072
120.4137	185.4545	180.4863
122.5150	142.9055	197.7993
144.4431	191.3424	171.9320
118.0356	158.1632	176.2964
161.6269	170.5979	157.7747
135.0357	185.0999	182.9306
183.2544	172.5835	133.7595
172.0152	193.1766	166.6576
181.5860	168.7111	178.6020
161.0031	123.8473	176.1217
160.4988	179.7080	200.7727
165.2484	157.6645	143.3660
189.3914	186.3052	181.6462
179.6207	173.9445	156.5229
181.8877	153.4106	153.1080
156.8690	187.3984	164.9571
126.3500	148.4224	182.3425
177.8836	159.3977	179.2380
180.2659	151.2435	189.1296
133.3128	162.8199	135.9950
177.4226	162.4885	160.7294
157.0796	154.9659	164.1552
169.0703	182.0925	177.7410
162.4055	189.0225	157.9756
185.3189	167.6678	144.9934
147.6788	124.2832	154.0061
185.1222	173.5359	154.3075
153.7948	155.8212	128.4011
149.7478	148.2957	167.3148
145.3872	176.1884	164.4015
182.9300	152.5393	177.7903
185.8581	186.3082	181.7058
158.1075	176.7318	122.7622
155.5745	180.0482	166.2971
183.3463	181.2016	135.6670
179.4643	174.7182	119.0108
173.5182	162.8730	156.2736
132.0436	158.7605	174.2843
157.4289	158.9366	134.5781
189.4302	165.3023	144.8966
166.8561	145.3895	200.9489
178.6755	138.9354	181.1806
173.6267	138.0887	153.9427
184.5176	183.3085	164.0882
169.2341	154.7217	134.3993
163.3686	173.6241	176.5178
150.9111	136.4557	178.7021
160.6919	173.6749	158.8076
170.1781	167.4322	169.6774
162.1943	188.5260	145.0370
124.3571	191.9053	178.6593
145.7417	158.2614	171.0206
134.4883	150.5226	162.4639
151.1967	189.3641	133.3664
115.6495	166.4094	186.9585
154.8500	146.7766	180.1665
175.7833	162.1666	165.7038
177.7591	154.6911	173.9787
189.7453	164.6732	178.1588
164.6088	179.3840	205.6948
146.4953	137.1322	192.8894
147.0982	164.6853	165.5418
153.3705	189.4797	134.7434
169.7418	169.4772	183.1163
151.0320	182.3781	160.5456
147.5506	185.1725	151.5072
161.9196	164.4736	 98.2658
160.6825	165.7941	188.8333
201.5829	170.4842	175.9075
172.9663	137.1307	165.0070
157.8382	154.4098	199.5070
164.7662	203.4690	145.2910
172.0049	134.8210	171.1640
163.1812	194.1161	166.0479
157.1785	162.2568	168.9174
119.9311	145.4444	150.0382
183.1491	192.1782	148.8679
202.0283	178.5480	168.2300
177.9265	167.9964	215.4412
120.3963	137.3217	195.4368
151.8597	171.9592	175.9867
190.6819	133.5054	139.6710
180.0577	143.7920	165.1264
172.4716	169.5720	200.2296
185.5223	186.1502	156.8913
158.6619	151.2750	128.5195
176.6963	154.5628	177.4136
173.2671	176.6401	143.8537
188.7320	161.2731	131.9157
180.0758	177.7071	156.9102
136.8805	189.6015	180.3659
122.7841	172.4516	164.7369
150.2282	181.4886	167.0663
176.1740	158.5906	118.5517
145.0184	153.8589	157.7556
177.7956	186.4749	162.3032
169.1330	143.9994	172.3556
201.9008	173.1826	156.7987
148.8901	148.0849	182.9448
146.6300	175.5013	171.4153
163.6177	153.9890	177.1903
177.6141	137.2214	146.5287
173.8121	168.4879	143.9739
162.6915	174.7083	189.0778
161.8086	169.8908	169.4441
169.7121	198.1665	165.5123
110.3466	152.2895	132.6336
159.0767	134.7182	126.6806
168.1076	166.2011	164.1748
180.4387	156.7443	172.1973
155.7947	164.3355	 96.6153
141.9743	178.7887	172.9788
187.4100	142.7637	132.9357
104.0096	148.3659	138.1545
156.4881	183.2403	159.0939
170.4856	140.4844	168.9602
155.4187	128.6116	169.8805
184.1574	161.1971	162.9377
178.4546	147.0469	136.5796
136.9352	171.1009	167.6462
174.0283	175.1261	188.7236
160.2970	167.3239	185.0876
173.6669	160.2384	180.8305
164.5696	132.1473	140.7394
174.6782	180.9044	127.9048
103.8287	185.3825	135.7331
171.4449	149.8398	124.2645
168.0293	137.8770	176.9006
164.1680	171.5299	119.9933
128.2096	144.7336	153.6862
132.2435	156.8792	146.7101
180.0231	144.4509	184.6404
149.2546	177.8857	160.9177
189.6608	139.9712	176.9245
126.5396	180.5919	164.3908
170.0540	177.5406	163.3193
170.3374	180.2403	126.4192
131.5696	181.0850	143.3311
160.5221	203.2113	138.4851
162.3716	139.7127	202.2715
159.8679	178.5022	142.1607
154.2648	176.5866	126.5632
178.9796	176.7435	186.8947
182.4039	173.8195	142.1686
192.9341	171.3762	109.7015
106.3191	156.6241	153.8137
152.9058	159.8606	173.1559
162.6839	150.4395	171.3412
168.1695	145.2725	173.6850
166.1711	185.4261	181.6541
196.2291	156.3653	148.8698
167.9400	173.9808	144.3406
190.6285	182.6817	157.6567
173.5366	157.7062	170.1763
153.8456	174.3340	194.4458
153.7874	152.8040	175.0940
157.7568	187.8174	152.5703
193.3310	167.3377	124.7902
115.1395	162.9864	179.0649
168.9728	136.8466	186.2023
134.8444	143.3011	170.4842
176.9285	182.1046	105.1045
176.3024	172.1110	159.8847
174.7332	151.1245	144.7524
142.9172	 96.7330	124.9025
157.9827	122.4448	179.1088
187.4304	166.3954	159.2896
176.4374	126.4466	150.6348
172.0203	201.6906	168.0176
128.1199	180.4199	 90.9845
186.9767	148.8119	161.9785
177.0738	206.8574	175.8478
137.7437	142.4487	160.0684
162.2748	168.5484	137.7595
159.6351	189.7217	191.2304
164.7924	174.4932	163.2941
180.6921	181.8365	168.1533
117.0094	164.3514	102.6797
145.8967	181.6501	175.0062
123.2894	185.0600	133.3793
184.8089	197.3585	184.5809
148.4173	156.1938	171.0778
164.2685	145.3878	147.2128
187.5193	144.9261	179.8689
168.3749	147.7067	150.1281
186.1163	176.7118	175.2184
179.4734	132.9146	193.3764
150.3977	141.1238	186.7906
161.6165	140.2238	170.6250
167.7938	180.2469	160.2209
173.4029	129.2628	 99.5283
187.7101	183.7313	158.7020
166.5534	160.8249	160.4166
163.3802	176.0490	175.8744
191.2101	193.2868	165.4690
170.2832	173.9622	182.3386
177.7102	169.4153	175.3564
168.6463	156.4790	137.6697
123.9816	164.4897	150.2341
167.4438	123.7147	152.5630
152.3891	159.4129	208.5486
158.6403	128.1297	128.2641
179.6081	118.4307	189.4862
175.4643	184.8584	168.8279
168.1003	135.6818	134.0538
172.9430	163.6298	175.3565
142.8866	137.1749	175.2224
173.3914	147.5493	180.7930
159.5031	193.3034	186.7494
172.6549	144.1093	120.5097
176.7468	191.0277	175.3194
169.1080	158.8121	174.4388
167.4207	159.2454	202.3141
168.0266	192.1313	179.3326
163.9183	163.2720	177.5982
140.4365	175.3623	141.0933
179.9670	147.6168	151.8142
186.2313	136.5819	193.3157
206.5339	175.3405	128.3668
151.7428	162.6858	172.4634
132.8824	156.4840	116.9750
118.4868	137.1890	179.9238
150.0471	170.5231	151.5203
121.8247	181.8756	128.0853
196.9431	164.1348	139.3858
135.6245	159.1337	128.1918
191.1565	181.9505	156.9297
179.2851	162.5132	176.2455
170.4428	154.3353	187.6706
148.5537	147.2372	158.8946
149.7605	180.7602	158.9601
158.7766	147.1273	185.7799
180.6092	170.1465	191.1161
178.9869	151.3489	164.6562
176.8497	180.7002	160.0325
166.7595	165.7929	164.0241
176.4667	193.6998	192.8745
156.1459	174.7836	160.1004
140.8754	180.4202	192.8194
199.6229	163.4092	163.9433
169.7116	167.9973	120.5692
169.2872	178.8155	182.7727
167.4515	167.7300	156.7550
195.3877	180.8401	156.1446
195.5196	170.3305	185.6610
183.6945	201.3188	170.3663
172.1698	126.1366	182.5199
148.0819	167.9797	180.0397
156.5938	185.7713	151.3531
159.5146	183.9631	169.9314
104.0585	155.7257	153.8278
169.1244	164.3657	175.2730
179.3996	146.2708	117.0006
158.0656	192.7573	199.9768
165.7562	160.7360	137.3719
174.9828	185.9418	133.2192
169.5234	164.4009	183.5982
144.7595	166.3786	160.0170
180.5884	176.3369	140.3717
155.9124	188.0401	160.1587
127.4659	124.1902	136.6085
122.1112	140.7445	 99.6661
114.9581	178.0262	134.1286
163.9997	147.7637	157.0123
165.2610	169.3850	176.0328
188.5622	155.9260	173.8681
171.2626	167.7118	197.4796
167.3683	175.0459	172.1682
172.2000	164.4668	163.3620
158.7579	185.0827	187.0794
143.2509	174.6122	189.9592
136.4470	172.5409	116.0094
151.6533	193.9796	168.4584
154.2456	183.8322	138.3490
145.2356	160.2866	187.8183
132.6730	181.4738	153.0911
 86.6336	180.6857	155.1720
150.3930	167.7494	178.8982
173.3167	123.6948	141.6916
140.4369	168.1827	148.1536
184.2296	206.4539	161.5373
129.0339	186.0222	147.6765
186.0186	169.2555	181.1393
174.1216	149.3204	190.8726
169.8557	143.8306	166.4211
172.9701	122.2668	184.4542
114.4812	130.1774	167.1781
137.9390	195.3312	181.6895
116.8643	123.5699	124.9635
141.7198	124.9434	164.1130
169.1486	175.9749	161.4904
173.3605	132.3269	122.0311
172.5407	149.9812	141.3082
180.9572	165.7287	170.9169
180.8912	168.0862	122.6071
172.4909	164.4684	178.8334
172.6943	100.0695	170.9896
152.4235	162.2658	176.4204
146.4678	158.8192	185.6354
119.7201	166.6946	120.4832
159.8987	177.7255	168.1553
166.2597	139.4292	175.1194
151.7946	168.5807	179.9282
176.1254	171.2940	140.5649
133.5666	148.0019	118.6288
167.7227	187.4922	142.6820
203.2707	164.4621	179.4030
158.3020	198.5876	207.2463
176.7738	139.8696	201.6796
195.7282	129.9136	135.5002
165.8771	168.1253	163.7718
193.4258	162.7513	131.7829
170.3346	151.8596	183.0636
171.1194	180.2787	149.1899
166.6728	168.4008	165.8716
140.8472	165.6294	139.1508
180.9232	149.3850	197.7634
158.1198	152.8813	147.8007
171.2548	163.2673	115.5144
161.4911	150.9190	201.1268
145.7075	139.2636	174.6654
171.7926	121.8145	168.9962
144.7345	162.7870	187.5205
117.3047	175.5790	185.2401
185.4099	139.7047	160.0856
152.4246	180.9854	156.7762
188.0981	152.1425	139.9584
141.6522	152.0859	132.9773
176.8309	176.3873	159.8673
159.2366	182.0708	152.8563
127.7183	181.5301	116.9412
181.4775	166.6200	170.3310
148.6261	173.4937	155.9107
163.7981	184.3085	184.5161
205.0287	162.2316	186.5228
119.8381	155.0966	170.9084
176.0437	147.4192	156.4754
199.5179	191.2047	179.3088
174.2388	158.4528	174.2469
164.7436	186.8703	201.2584
172.0982	156.0316	191.3180
148.6251	142.6233	176.2730
160.0811	162.9151	145.9835
144.5509	173.5930	160.8168
155.3416	165.6034	150.1515
139.1586	155.8043	100.3430
142.0899	169.4798	132.4408
135.7490	189.8988	164.2972
194.4049	122.7947	196.1328
120.8115	195.4842	172.9911
169.8440	144.1986	186.5982
