mouse1	mouse2	mouse3
 19.0373	 21.2888	 21.9215
 16.2746	  8.7777	  6.1826
 10.0658	 47.1928	 33.9836
 10.0731	 22.2843	 30.0004
 15.5800	 11.1354	 10.0463
 28.0772	 34.4670	 24.7774
 47.8819	 14.1851	 36.8993
 20.6021	 27.6046	  6.7256
 22.9721	 17.5011	 22.5227
 20.5031	 33.4644	  6.7803
 22.5395	 17.3896	 16.9814
 16.3351	 15.1077	 10.7924
 12.4993	  7.7831	 22.6187
 31.8870	 11.8854	 16.4970
 23.2181	 50.1753	 11.0079
 13.4538	 19.4904	  7.8079
 19.2993	 29.7741	 13.7147
 20.9575	  6.3539	  8.0998
  9.8853	  7.2651	 46.8531
  8.8436	  7.4073	 16.8897
  7.0726	 10.6883	 44.6534
 10.9244	 27.6528	 19.0990
 20.5767	  7.9186	 10.8964
 10.4599	 22.0153	 20.1470
 31.1057	 31.2750	 26.4733
 23.3449	 26.1670	 17.7091
  9.5816	 20.5169	 18.5295
 25.0953	  9.4830	 10.9949
 20.7991	  8.6857	 26.6724
 26.4008	 21.2581	 25.7467
 26.3162	 24.6970	 13.3335
  7.2145	 17.3450	 26.3258
 16.4958	 27.9507	 24.4262
  7.0896	 23.8060	 15.5725
 17.4067	 15.1752	 46.1170
  8.0969	 18.0644	 23.3899
 14.9512	 21.1084	 10.5923
 10.8509	 18.0598	  9.0350
 15.4546	 12.6551	 31.0699
 19.6170	 26.3074	 29.0603
 27.8889	 13.2741	  9.9267
  5.7722	 12.5225	 13.2122
 36.1786	 21.9197	 17.9650
 22.2108	  7.8580	  8.4199
 54.6988	 18.6691	 36.7135
  8.3820	  7.3949	  5.9965
 25.6851	 13.1959	 21.1220
 11.9052	  7.4898	 20.4708
 10.5129	 11.0924	 15.3465
  7.4952	 22.9703	 16.4565
 16.6415	  9.1511	 21.5462
 12.2238	 22.8965	 10.9285
  8.1884	  7.8835	 16.9467
 38.5627	 19.9578	 27.2704
 22.7320	 14.0116	 10.3854
 32.2063	 16.8617	 34.9226
 11.4775	 13.1452	 23.0706
 12.4662	 11.9797	 18.6144
 14.9167	 19.8511	 23.4687
 10.7904	  5.6611	 19.8585
  8.1362	 17.5752	 15.7015
 23.0096	  6.9038	 35.9935
 18.7632	 14.5070	 22.8750
  7.9225	 10.1416	 18.5712
 36.3716	 14.4531	  9.0820
 16.7071	 34.6868	 12.1221
 12.3011	 18.8688	  8.7267
 21.2085	  6.7312	 20.2689
  7.7475	 32.8712	 22.3342
 18.1484	 20.7154	 19.3538
 15.8638	 17.4841	  6.4036
 16.3952	 21.6253	 26.1429
 25.6896	 35.2454	 54.2455
 18.9723	 13.5861	  7.3966
 19.5131	 16.8357	 19.8833
 17.2227	 25.9619	 17.4617
 32.9873	 21.8938	 18.0769
 27.2336	 16.7995	 34.6459
 11.3438	  5.2880	 22.5793
 17.4495	 19.8738	 15.3809
 26.5393	 10.4563	 14.3500
 11.5894	  8.1496	 37.7373
 12.8181	 16.6339	 19.6748
 11.2132	 19.4383	 10.0452
  9.1443	 40.9384	 39.8093
 20.2242	 24.9402	  8.7747
 26.8614	 26.2808	 18.5727
 19.5722	 20.6104	 20.5031
 22.4599	 16.1795	 27.7656
 19.3558	 13.7609	 13.0130
 21.2896	  8.9536	 20.6979
 24.9459	 20.5038	 25.4286
 18.9751	 10.7878	 14.7375
 14.4469	 48.4698	 28.3231
 20.6205	 24.2917	 10.2810
 11.5732	 20.7999	 22.3082
 13.7601	 16.5022	 15.2044
 23.7497	 12.1937	 23.5426
 16.0673	 11.7883	 10.3762
 19.7977	 14.4302	 16.6398
 21.0634	 27.8827	 28.4677
 12.7766	 21.7204	 19.7142
 15.4741	 12.2747	 19.1662
 45.9876	 19.9186	 23.0443
 16.9429	 20.8424	 33.7238
 16.6778	 20.0818	 28.6846
  6.7247	 10.2107	 12.0468
 24.7499	 35.5083	  7.4974
 36.5397	 18.6076	 12.7536
 24.7726	  9.6160	 12.0016
 23.4387	 21.5078	 15.4627
 20.9149	 18.7014	 23.6636
 14.5748	  9.7729	 27.4101
 23.3063	 10.8356	 19.2460
 20.1007	 21.2266	 25.9274
 22.5396	 23.0818	 17.8096
  9.6179	 33.4218	 12.7970
 24.8511	 19.4628	 10.2886
 10.8587	 19.9524	 29.8959
 18.4356	 14.4027	 22.4832
 17.0159	 13.6678	 17.9386
 26.6345	 25.4613	  7.1736
  6.5608	 20.8953	 34.4864
 22.6549	 37.6666	 14.2314
 26.7858	 17.0876	 12.4007
  7.6245	  8.8246	 21.5177
 19.9431	 15.6342	 22.3623
 55.4603	 20.3450	  7.4346
  9.8622	  8.5680	 23.2307
 49.5876	 20.9946	 26.3562
 23.1022	 32.4068	 27.8118
 22.7611	 24.1176	 10.5169
 25.0731	 12.6378	  6.4850
 11.5972	 20.0301	 18.3842
 15.3531	 25.3342	 22.6958
 14.5092	 22.2762	 13.9957
 10.8930	 19.2521	 11.6207
 24.4172	 20.8518	 19.3589
 21.9944	 28.5145	 18.0403
 12.6658	 13.8642	 15.6128
 18.5603	 25.1392	 17.4804
 17.5309	 28.7632	 42.6772
  5.3795	 17.3056	  9.2605
  5.8607	 33.1982	 16.7345
 27.8136	 24.8557	 17.0456
 20.7293	 33.7141	 29.8827
 10.7509	 51.7965	 22.9321
 16.8953	  7.9760	 28.9591
 32.9381	 18.2379	 26.8456
 14.1223	 28.2849	 28.9509
 14.9670	  5.9016	 16.2085
 14.0395	 33.1174	 18.7216
 38.5050	 21.1065	 14.8586
 19.8817	 24.5305	 21.1617
 14.8779	 25.8667	 22.2068
 20.3197	 26.2779	 19.5079
 18.4733	 11.5418	 24.7102
 20.2889	 18.1892	  7.6875
 17.8680	 15.2611	 30.0497
 11.3845	 14.1193	 16.7552
  4.8533	  4.8336	 48.8965
 27.2077	 17.7814	 22.8042
 27.6601	 23.3260	 38.2782
 25.6601	 22.4502	  6.9328
 25.7241	 24.7332	 14.4976
 12.0785	  7.2491	  7.8846
 17.1794	  8.7423	 36.2007
 17.0725	 20.1610	 28.8458
 28.1035	 19.2089	 13.3789
 11.5721	 23.9176	 25.5145
  7.1386	  8.5196	 18.6691
 15.8414	  9.0807	 14.9770
 22.3641	  6.4552	 10.4592
 19.6686	  7.8061	 20.9024
 16.7933	  8.0960	 10.3026
 16.4798	 13.2458	 18.9950
 20.7765	 10.7200	 22.3929
  8.2608	 17.1735	 16.7916
 17.4010	 31.5485	 21.5009
 18.7620	 17.9151	 21.7355
 19.1508	 10.9200	 21.1127
 11.5877	 10.2847	 29.9076
 38.7054	 12.3997	 22.7227
 25.2415	  7.8161	 18.9536
 17.0999	 11.0290	 21.0767
 19.9430	 15.5558	  8.5220
 22.2283	 15.0680	 13.2610
 15.9651	 28.2691	 38.9514
  9.3774	 29.8417	 10.0712
 15.9909	 19.8391	 26.0057
 17.5080	  9.8690	 19.1279
  9.3823	 10.3588	 12.6712
 10.4193	 31.4305	 17.7045
  9.9829	 22.6653	 19.0126
 16.7776	 16.2276	 48.5386
 20.2478	 16.7426	 11.4272
 39.2952	 21.7607	 23.5213
 50.2469	  9.4613	 56.2304
 32.1747	 17.7562	 10.7374
  9.0301	 18.9994	  8.6827
 19.3233	 22.3502	  6.8296
 50.5760	 19.7598	 24.8302
 20.6045	 19.5954	 17.6429
 20.2922	 19.1668	 28.2833
 10.5382	 22.3572	 11.7434
  9.7463	 15.7804	 23.8328
  4.7901	 18.6715	 31.0127
 22.5730	 23.1677	 19.9649
 17.9628	 13.4027	 22.3124
 20.8408	 22.8677	 22.0680
 27.4993	 13.5025	 17.8577
 24.2148	 29.4078	 25.5000
  9.6620	 20.1424	  9.7126
 10.2668	 15.3915	 17.8426
 17.1906	 13.9337	 10.5612
 12.2846	 14.8951	 14.8837
 13.2433	 14.3111	 29.8848
 31.3173	 25.2987	 13.8729
 23.1370	 12.1202	 27.5273
 33.8360	 23.4691	 10.5348
 10.3725	 13.5111	 19.2730
 18.3535	 16.4794	 23.7406
 15.3497	 14.8216	 14.5506
  9.9009	  6.2832	 44.0424
 19.2399	 22.4087	 35.7681
  9.0156	 15.0670	 29.7989
 50.6189	 11.8251	 23.0083
 18.9481	 14.8600	 13.3710
 12.8273	 20.8118	 14.2775
 11.2244	 31.5331	 39.8764
 21.1800	 47.5835	 28.1962
  6.3797	 21.4922	 10.8773
  8.8754	 13.0234	 16.1881
 36.2393	 11.8452	  9.3754
 12.6609	 32.3151	 14.4044
 15.2974	  6.1181	  7.8981
  9.7710	 27.1895	 16.3751
 23.3334	  9.4465	 12.9642
 14.9881	 18.6984	 24.7346
  8.7899	 54.6489	  7.0323
 17.7324	 40.8595	 17.1569
 44.4127	 17.4523	 14.4858
 15.6227	  8.6419	 27.2046
 12.5286	 19.0105	 11.4418
 24.9567	 11.0774	  6.4508
 24.1097	 43.9734	  9.3863
 22.8324	 45.2074	 20.2599
 14.9183	 14.0634	 16.3334
 10.5712	 15.1360	  9.5848
 26.6754	 12.8657	 10.8936
 19.5338	 20.4462	 14.8949
  8.5670	 21.1864	 21.0221
 13.8498	 39.7301	 50.3047
 16.0417	 24.6806	 19.4526
 23.6648	 13.6094	 17.0018
 24.6382	 13.0016	 10.4746
 27.8613	 18.6001	 25.5472
 10.4026	 10.5653	 14.1439
 28.5324	 11.2320	 17.9366
 17.3494	 14.7148	 17.6148
 48.9228	 26.0363	 12.1004
 19.8360	 40.1939	 43.7752
 25.4848	 11.2499	 21.9943
 22.8847	 10.8621	 13.2537
  8.6367	  3.9921	 19.7520
 21.0380	  8.2753	 12.9835
 15.4934	 19.2205	 17.8341
 25.9900	  7.9942	 16.9159
 10.6228	 10.6326	 10.8432
 21.6833	 17.1318	 21.9698
 23.8840	 13.2395	 20.3443
  9.3312	  7.3160	  8.4793
 15.1351	 18.9844	 21.9345
 49.4087	 30.3416	 25.2596
 20.9063	 24.7992	 11.9400
 11.0999	  8.3174	 22.3451
 23.9347	 41.9846	 15.6528
  6.6288	 14.1070	 10.7140
 33.2529	 14.1016	 10.7518
 17.4610	 20.0585	 43.5573
  7.5509	 17.4317	 20.3194
 17.9290	 13.2042	 25.3110
  8.2407	  5.0568	 17.4108
 18.5554	 23.3402	 15.4704
 14.4121	 18.3335	 44.2240
  9.6586	 22.8288	 12.1854
 17.7772	 14.1300	 20.6521
 26.8146	 20.7420	 28.0469
 13.3397	 20.9910	 15.4683
  9.5643	 32.5150	 16.8128
  5.6031	 13.7366	 12.1290
 21.0723	 24.1960	  8.8909
 11.1056	 25.5602	  9.7087
 10.4625	 23.2101	 21.3114
  9.9785	 21.3136	  6.0966
  9.7557	 13.8959	 15.7239
  9.8306	 13.8778	  8.3976
 13.3984	 14.1452	 31.6292
 50.2735	 27.0020	 18.7479
 21.5169	 14.6457	 25.7094
 10.9816	 24.8712	 26.4258
 27.3896	  8.4969	  8.7505
 10.3717	  8.7372	 13.9348
  9.7003	 13.1175	 17.8526
 13.8291	 28.7866	  9.0721
  7.9713	 10.1859	  6.1203
 26.8293	  6.2008	  9.0530
  9.8610	 13.7919	 24.8868
  6.2632	 18.7218	  8.2995
 18.7260	 12.7126	 41.8818
 14.8820	 15.6765	 29.7142
  8.7388	 15.1119	 11.0405
 21.0489	 30.9422	 12.2860
 23.2290	 21.7519	 17.1923
  7.4430	 15.9744	 18.2799
 24.3107	 17.9147	 15.8032
 19.9355	 16.8368	 43.0420
 35.3058	 34.5079	 12.8314
 11.9328	 14.5898	 18.5809
 20.0981	 15.4098	 27.8553
 32.8154	 31.1298	  6.0352
 13.0475	 18.5421	 37.9319
 19.2808	 18.9122	 24.4048
 23.0023	 27.3165	 18.8918
 41.9483	 22.5471	 22.8291
 16.4663	 44.6449	 19.4807
 10.1706	 13.3629	 14.0741
  5.5037	 10.9494	 16.7252
 18.7467	 19.1606	 15.2658
 21.1049	 13.8936	  5.6075
 20.6631	 18.9969	 34.8776
 33.9762	  8.3020	 17.9119
 19.6295	 16.5607	 18.7907
 43.6560	 17.4439	 15.4793
 42.8313	  4.7426	 49.5431
 12.2634	  7.7403	 20.7910
  5.7269	 15.7466	 14.9770
 12.9498	 10.0130	 15.5923
 19.0347	 51.4470	 16.0187
 20.8302	  7.0712	 21.0980
  6.8965	 46.4996	 23.2379
 29.2003	  8.1047	 11.1576
 26.2706	 23.6782	 17.2504
 19.0281	 50.8157	 32.6896
 17.3111	 22.4994	 35.1988
 12.4913	 12.0047	 28.3539
 27.2687	  9.9834	 24.7625
 20.3587	  7.6756	 17.0931
 23.8286	 64.4011	  8.0838
 24.7046	 18.3751	 19.9177
 24.0887	 47.3092	 10.7604
 10.5054	 22.9291	 10.7077
 14.1862	  8.3848	  7.4708
 24.7820	 19.8197	 13.4472
 19.9236	 28.0909	 10.7101
 17.1603	  8.0989	  9.1037
 14.8422	 20.6149	 20.5383
 25.3628	 19.6996	 20.1915
 21.2726	 23.7017	 21.7670
 14.8717	  8.3543	 24.0339
  7.3021	 20.2595	 11.2987
 15.2658	 22.6611	  8.9333
  5.0648	 35.4946	 16.1003
 16.9000	 14.7178	 11.2139
 24.1513	  8.3703	 17.7465
 20.7086	 12.6711	 17.6003
 23.2082	 20.7303	  6.7326
 10.0903	 29.1550	  7.0849
 13.6463	 30.5633	 10.8077
 24.2058	 22.5223	 54.3984
 12.0984	 10.3014	 24.8674
 25.2242	 15.6100	 15.9396
 12.9410	 21.1190	 30.4233
 18.1965	 30.8473	 13.7009
 16.3394	 14.0877	 23.1018
 15.2815	 15.9521	 26.4650
 20.4168	 37.8827	  5.7502
 17.5314	 20.0562	 51.9107
  9.0097	 32.3737	 12.9492
 47.8300	 19.9655	 18.0145
  4.7331	 39.5968	 28.8759
 48.1514	 16.6541	 17.7861
 14.7948	 34.0703	 14.3718
 12.1808	 10.2030	 16.8393
 21.8869	 39.9183	 19.5590
 17.0439	  4.0839	 15.4182
 49.6076	 23.1095	 14.3139
 16.5310	  7.1070	 17.9915
  4.6347	 11.3648	 13.7891
 12.8746	 10.5693	 13.0614
  7.6311	  6.6621	 19.3512
 19.7936	 38.4248	 11.6426
 12.5408	  9.6657	 24.1764
 16.9734	 25.2785	  5.1047
 15.4055	 11.3267	 20.7632
 27.9920	 13.8953	 17.0294
 31.1585	 10.7933	  7.3567
 53.8221	 22.5755	 25.1537
 22.9928	  9.7515	 17.7534
 52.6250	 17.5223	 28.5647
 44.5060	 42.6082	 20.7436
 16.4641	 24.2753	 17.8198
 15.4442	 30.2110	 16.9877
 18.2352	 13.2502	 10.8200
 16.4110	 23.3285	 15.0907
 18.8209	 12.8868	 21.5265
 23.3946	 29.8289	 31.7551
  6.4382	 18.0531	 15.1769
 21.0623	 12.5619	 18.9977
 26.6054	 17.0032	 22.0166
  9.4473	 22.8285	 12.1095
 10.6386	 11.5861	  9.0807
 19.3339	 39.3414	 18.9940
 33.3580	 29.3465	 14.1847
 22.0360	 23.6545	 11.2652
 20.5444	 15.6337	 55.4763
 22.7858	 13.3635	 24.2705
 26.7456	 24.1059	 18.2352
 45.5157	 24.2817	 18.0269
  8.1240	 25.7070	  7.9164
  8.5705	 34.5514	 25.2167
 15.7282	 17.2158	 20.2246
 42.4035	 23.5720	 38.0947
 16.9666	 24.8788	 18.2020
 40.6122	 43.9178	 19.5508
 17.0364	 15.3978	  4.7078
 19.0216	 24.4510	 23.2222
 32.8871	 38.6794	 20.7424
 11.7870	 23.0074	 11.5422
  8.5462	  7.8366	  6.9867
 23.7981	 20.8151	 24.8805
 16.7343	  8.2811	 16.5433
 23.1569	 16.0335	 17.5598
 26.7297	  6.4979	 16.3466
  8.4255	 15.8377	 16.5040
  9.8265	 16.9700	 19.6696
 24.1037	 25.0666	 20.0469
 53.4754	 26.4169	  9.1136
 14.5872	 24.7762	 10.5743
 17.5660	 21.9853	 23.1402
 23.1809	 17.6858	 15.8028
  6.0943	 22.5795	 37.6482
 19.4829	 27.0243	 13.1672
  9.8815	 22.9425	 22.6612
 16.5804	 15.1378	 12.4223
  5.6950	 15.5422	 16.3460
 10.7038	 18.4140	  9.9467
 42.6530	  7.2468	  8.7809
 33.6546	 20.9169	 14.7310
 17.4246	 18.5501	  7.9694
 29.1081	 25.8640	  7.3342
 17.1435	 15.0977	 29.8993
 13.5892	 20.2870	 17.8202
 14.3577	 18.1776	 21.5941
 26.9829	 15.5803	  9.6277
 19.3103	 21.2918	  9.9450
 16.9829	  9.3620	 29.1301
 23.9549	  7.7543	 38.7306
 13.5737	 10.3489	  6.7181
 56.0550	 15.8370	 20.6945
 13.1270	  7.1405	 45.5492
  6.6912	 19.8883	 36.7593
 13.4165	 24.5921	 18.6881
 18.4842	 26.9618	 14.4558
 11.7394	 13.9793	 34.7852
 38.1187	 22.2717	 19.8548
 16.1398	  9.7335	 20.9523
 21.7253	  7.3637	 18.5602
 20.0184	 11.1056	 10.1086
 17.7542	 26.7332	 23.3940
 22.4480	 21.7749	 13.8960
  7.4345	 28.3500	  8.6310
  9.9407	 41.7848	 11.7697
 12.0398	 21.8786	 11.5712
 21.6866	 17.3879	 17.6711
  6.1808	 14.3817	 30.3096
 34.3248	 12.5041	 20.5703
 21.5368	 17.8158	 16.6874
 11.6874	  6.9692	 12.8166
 33.8589	  8.9360	 26.4774
 53.9362	 22.6156	 21.9343
  6.3972	  5.2102	 28.8210
  4.0350	 43.3001	 14.5932
 19.1797	 51.7995	 24.6965
 15.9512	 13.9394	 23.3570
  8.6424	 49.1152	 10.3679
 25.9488	 34.8003	 13.8868
 21.5294	 22.3869	 31.2083
 19.5089	 21.3914	  7.6088
 26.0316	 16.3545	 17.8051
 16.3527	 23.3488	 12.0682
 25.3927	 10.2935	 36.2580
 14.0454	 31.9493	  9.9710
 23.2147	  8.0055	  9.5955
 38.8424	 18.7584	 37.8522
 14.7754	 37.8102	  8.2696
 44.4728	 44.9653	  9.9408
  7.4514	 25.0045	  5.5724
 23.1094	  9.5361	 16.0636
 26.8756	 20.4187	 18.5052
  7.8395	 25.4980	 10.2069
 17.2414	 18.8285	  9.3361
 28.5795	 18.5373	 19.8510
 40.4306	 22.3840	 17.9077
 15.9993	 18.7351	  7.8404
 11.6128	 26.3666	 18.1613
 12.5633	 18.5675	 16.2525
 20.3233	 31.4540	  6.3872
 21.3547	 28.1186	 31.2708
 20.0473	 23.0913	  9.3422
  8.5236	 18.6316	 20.4070
 11.2284	 23.1455	 54.3874
 15.3715	  6.4281	 23.8759
  8.8225	 17.6599	 34.0669
 21.2782	  8.0593	 11.6690
 30.3131	 24.0481	 20.2623
 23.5653	 22.9537	 13.8571
 20.5236	 17.6611	 36.9417
 25.4252	 27.9556	 17.0437
 15.2596	 20.3243	 14.7139
 10.7940	 26.1990	 20.9582
 21.7913	 17.5273	 27.5941
 40.0363	 32.5928	 10.9492
 23.0855	 21.5325	  9.7385
 36.6936	 21.9108	 13.8001
 16.0484	 30.8178	 16.5681
 19.7785	 46.1518	 33.3948
 26.5613	 19.4654	 21.1830
  9.6684	  9.2157	 24.2955
 11.0377	 20.5842	 11.9553
 20.6236	  8.0508	 15.9834
 11.4347	 15.7229	 21.8834
 20.0516	 31.6561	 27.1498
 24.6379	  6.7102	 17.7767
 24.6066	 18.3179	 45.9037
 16.4111	 15.9768	 13.0946
 21.4755	 19.0454	 28.1753
 28.2799	 48.5716	  7.4746
 21.4990	 46.9636	 11.0220
 29.4201	  7.6408	  9.6722
 21.5508	 11.9339	 15.4437
 18.3294	 19.4038	 18.9339
 35.5509	 19.3703	  7.7373
 14.5716	 41.5398	 20.1367
 22.2581	 15.4300	 19.2549
 18.3972	 30.4617	 31.0145
 16.9695	 16.1186	 33.9237
 10.9385	 17.9584	  6.3968
 28.3617	 20.1387	 50.5875
  6.9683	 39.3455	 14.2942
 17.3560	 29.0198	 24.7998
 26.6414	  9.5240	 32.2890
 10.5685	 18.8412	 11.5631
  5.5863	 14.6793	  8.7666
 21.8363	  9.6733	 20.8679
  5.3358	 26.3026	  8.9280
 17.1129	 25.1189	 12.8185
  8.4230	  9.3925	 29.9641
 19.8295	 34.4577	 40.8006
 48.6314	  7.6752	 10.4933
 50.6134	 14.6365	 15.4526
 19.8532	 28.0683	 47.3589
 15.6577	 31.5216	 58.2830
 20.0058	 13.7996	 17.7234
  9.5342	 29.4423	 12.5143
  7.7250	 27.4805	  9.4126
 18.8820	 11.8747	 28.9518
 25.4951	 53.8954	 11.9144
 16.7128	 18.8445	 21.9047
 12.5946	 22.7215	  7.1517
  8.2539	 23.6986	  8.5223
 17.2299	 16.0029	 19.2785
 19.2425	 18.5097	 31.7666
 29.5647	 20.8616	 19.1825
 19.7580	 22.5291	 20.6726
 19.1655	 16.1096	 15.7555
 44.3991	  5.4762	  7.9689
 18.9449	 27.2511	  9.6764
  9.4782	 16.7242	 17.6572
 16.4574	 21.6024	  8.4112
 23.7219	 14.3430	 20.9196
 18.2171	 22.8392	 21.8109
 16.3084	  7.8937	 28.7400
 17.8985	  8.1112	 15.8048
 27.1695	  6.3718	 19.0779
 20.9242	 12.2099	 12.0472
 13.1670	 17.7027	 32.9244
 18.6890	 16.9181	 11.9896
  8.1066	 15.7331	 19.0454
 17.9209	 12.0996	 18.9227
 19.9476	 23.9584	 12.9338
 35.4241	 21.3755	 16.1706
 18.3954	 24.4311	  7.2220
 12.4436	 21.0552	 19.3602
 12.4755	 16.9432	 15.4965
 14.4805	 14.1904	 12.2317
 23.7548	 18.3693	 25.2503
 13.8158	 11.1352	  9.2649
 19.1757	 22.4338	 19.7939
 22.4480	  4.2364	 26.4168
 22.2830	  8.8138	 16.9631
 18.1278	  6.1988	 26.9793
 17.0723	  9.1504	 17.2481
 21.2384	 15.7222	 13.5811
 21.6628	  9.6563	 22.5871
 34.8136	 24.1111	 15.8953
 19.7059	 55.1024	 52.4783
 12.9582	 15.9372	 25.9579
 18.9359	  9.8526	  7.9983
 14.9174	 46.0105	  7.2057
 29.8403	 20.4568	 32.1053
 20.8076	 19.9220	 25.5727
  8.5342	 44.7552	 44.7505
 10.4610	 22.8645	  5.5509
 21.1089	 26.5239	 49.7296
 22.2306	 14.0889	 23.4182
  8.4294	 13.0332	 10.1866
 16.6986	 27.1056	 39.1813
  9.1088	 19.8477	 10.2629
 16.6873	 13.6839	 43.4458
 25.8909	 27.2029	 21.0489
 16.1613	 46.1359	 12.0847
 19.6897	 24.4930	 29.0378
 29.0085	 18.6718	 34.3231
 23.0575	 25.1212	 20.4931
 22.7049	 31.8311	 18.0420
 20.8630	 21.0210	 22.9081
 26.7835	 22.0927	 13.6889
 12.8003	 32.2240	 14.8211
  9.6311	  8.3621	 19.1011
  9.7840	  7.7683	 21.5844
 21.3217	 23.7502	  6.4500
 33.9705	 17.3851	 34.4877
 15.4079	 39.7757	 21.8439
 11.6496	 17.6384	 18.9070
  8.1588	 21.6427	  9.7802
 29.7914	 15.0478	 25.4555
 15.1231	 16.6629	 37.7294
 54.7129	 36.4558	 12.6568
 22.3126	 47.9699	 33.4629
 16.7623	 10.8878	 14.4544
 27.2250	 26.2645	  7.6878
 12.2973	 11.3149	 58.5066
  7.9424	 19.9931	  7.7113
 11.1023	 18.9067	 13.8723
 31.8387	 52.4337	 21.5572
 28.1343	 48.1429	 11.0934
 10.4820	 15.7758	 10.8465
 19.5355	 45.4889	 12.9843
 14.3344	  8.0388	 29.3606
 23.3470	 22.5319	 19.6654
 12.9213	 16.6412	 10.2245
 52.6946	  9.1998	 12.0396
 11.0007	 15.6769	 24.1015
 16.0186	 17.0212	 37.0813
 25.3258	 11.4883	 14.3909
 13.8764	 26.7465	 21.2898
 37.9099	 18.9443	 10.9263
  7.6927	  6.3288	  9.5889
 21.2093	 19.4216	 13.7888
 30.8622	 21.1313	 19.9133
  6.6137	 20.2817	 22.8819
 18.8299	  7.3420	 20.3741
 12.6350	 29.1517	 17.1024
 12.6523	 46.4359	  8.6281
 21.7130	 17.1995	  9.4910
 37.9853	 20.3052	 19.5603
 14.6191	 14.9158	 19.1870
 11.6326	 20.6429	  8.5868
 16.4148	  7.0421	 15.8394
 19.6673	  7.5086	 24.6552
 12.2984	 19.8993	 26.7637
 34.1326	 22.8236	 26.1461
 43.4950	 17.9989	 18.8452
 22.6280	 19.7978	 23.0756
  6.2479	  6.6302	  5.5426
 58.6079	 25.0020	 15.0700
 17.3660	 43.1273	 25.1453
 20.4626	  7.7963	 10.0808
 15.7156	 27.6309	 17.4771
 16.6033	 18.6882	 14.7426
 26.2106	 15.1511	 15.1071
 11.7908	 20.5194	 14.4590
 24.6286	 18.3952	 29.6159
 19.0726	 21.9078	 12.8493
 17.8510	  4.7864	 14.5777
 26.7569	 12.8621	  8.7617
 13.1231	  7.6259	 15.5398
 12.6745	 13.5549	 11.3425
  7.3166	 29.2454	 31.2509
 13.5571	 18.0762	 22.8435
 51.8000	 18.3679	 29.5149
 16.8441	 22.5441	 17.5478
 36.4184	  5.5499	  5.8989
  6.5713	 27.5563	 10.6874
 24.6707	 27.3593	 17.5682
  8.4470	 20.8791	 29.4588
 42.8916	 17.7093	  9.5450
 17.6474	 18.9281	 15.2919
 50.7308	 18.6677	 15.3671
 22.8445	 29.6765	 18.9192
