mouse1	mouse2	mouse3
  0.9494	  0.5283	  0.6178
  0.5933	  0.9066	  1.4339
  2.6004	  1.3392	  1.5838
  1.3523	  0.4103	  1.1920
  0.7664	  1.4429	  0.5232
  3.5479	  0.8160	  0.4155
  0.6997	  0.4206	  1.1056
  0.7878	  0.4629	  0.7471
  1.2475	  0.7079	  1.0671
  1.2656	  0.6111	  1.0200
  1.2471	  1.1638	  2.5134
  0.6112	  2.6552	  1.5928
  2.3232	  1.1727	  1.7171
  1.4726	  0.9295	  1.0082
  0.9939	  0.1681	  1.8075
  0.7180	  2.5376	  1.1703
  0.9831	  0.4083	  1.6017
  2.2999	  1.7394	  1.8300
  0.7842	  0.4439	  0.3354
  0.8816	  1.1363	  1.1275
  0.8695	  0.3982	  2.3542
  2.9491	  1.4916	  0.3030
  0.4956	  1.7300	  1.1640
  0.4866	  0.6987	  0.3115
  2.4731	  1.5228	  0.7564
  1.4609	  0.6441	  0.4481
  0.6373	  1.1035	  0.8588
  0.4038	  1.4833	  0.5375
  0.6591	  1.0256	  0.6321
  0.2266	  1.1180	  1.6354
  0.6015	  1.6210	  1.1045
  2.5815	  0.7575	  1.0691
  1.1472	  0.9095	  2.3899
  2.5609	  0.6048	  2.0803
  0.3560	  1.1481	  1.4208
  0.7493	  4.1266	  0.2182
  0.2933	  1.8421	  1.1651
  0.5692	  0.6123	  0.6105
  0.7319	  1.0154	  0.9039
  0.2793	  0.4620	  0.8485
  3.3521	  0.6667	  0.4845
  0.8682	  0.2406	  0.6744
  2.4448	  1.0287	  0.7110
  0.3995	  1.8160	  1.2933
  1.1476	  0.2158	  1.1068
  0.6900	  0.7715	  0.6729
  0.2356	  0.3976	  0.9758
  0.1821	  0.7143	  0.8780
  0.2539	  0.4422	  0.8749
  2.5919	  0.2806	  0.8322
  0.7337	  0.8170	  0.3881
  0.6819	  0.6829	  0.9264
  0.5645	  1.8932	  1.5005
  1.0868	  3.6672	  1.1177
  0.2967	  0.9116	  0.6223
  0.6141	  0.7892	  1.0182
  2.9817	  0.4154	  0.1688
  1.2283	  1.1197	  0.2894
  1.4847	  0.3725	  0.8425
  0.5840	  0.6508	  0.9970
  1.8699	  0.4620	  1.3507
  0.2444	  0.8685	  0.5859
  0.9347	  1.9291	  0.4092
  0.8178	  0.8112	  1.3034
  0.8777	  0.9052	  0.5218
  0.9008	  0.4995	  0.6171
  0.3825	  0.7517	  0.5092
  1.3497	  0.6471	  0.2131
  0.5495	  2.7342	  0.5914
  1.5540	  1.5668	  0.5732
  0.5506	  0.2653	  0.9765
  0.4929	  0.4469	  0.7144
  3.5888	  0.7217	  0.8778
  1.1259	  1.4233	  0.6155
  0.7465	  1.4615	  0.4277
  0.7129	  3.4489	  2.9798
  1.4432	  1.0784	  0.5606
  1.7719	  0.6297	  0.2498
  0.9632	  0.8821	  0.9203
  1.2826	  1.0107	  1.2282
  0.5385	  0.7122	  0.7246
  2.0539	  0.8149	  2.0549
  1.3418	  0.2520	  0.2148
  1.5589	  1.0086	  0.5427
  1.4102	  1.1584	  1.8110
  1.8533	  0.4554	  1.1347
  0.2228	  0.5128	  0.7040
  0.2445	  0.2471	  0.7152
  1.3269	  0.5505	  0.3373
  1.1325	  0.5925	  0.6073
  1.3059	  0.2350	  1.3150
  0.4501	  0.9179	  0.2761
  2.8521	  0.3974	  1.0740
  1.5283	  0.4331	  1.7573
  1.6361	  0.2267	  0.4285
  0.8806	  0.7593	  0.2427
  0.9189	  2.3302	  3.7105
  1.4760	  1.0620	  1.2050
  0.4365	  0.1587	  1.0700
  1.7874	  1.1468	  0.4405
  0.3724	  0.3139	  0.7400
  0.9356	  0.3498	  0.3458
  0.3722	  0.4178	  1.1529
  0.3497	  0.4586	  1.5235
  1.5249	  0.7560	  0.9997
  0.4793	  0.0870	  0.5606
  2.9052	  1.3106	  0.4437
  0.2299	  1.0295	  1.9559
  0.4848	  0.4846	  0.5843
  0.4054	  1.0803	  1.0782
  0.7708	  1.4618	  0.4923
  0.3986	  0.9886	  0.7952
  0.5230	  2.4808	  0.7772
  0.5214	  1.3117	  0.6841
  1.2806	  1.1571	  0.2164
  1.1281	  1.6346	  0.4747
  0.4251	  0.6633	  1.9164
  0.2693	  1.1250	  0.4341
  0.2563	  1.9020	  0.4964
  1.6046	  0.3359	  0.4661
  0.2602	  0.8159	  2.3193
  4.5567	  1.9190	  0.4909
  1.3764	  0.8076	  1.4748
  0.7437	  0.4873	  0.8130
  0.7809	  0.6223	  0.8888
  0.3357	  0.4446	  1.2739
  0.4312	  0.2480	  1.3501
  1.4189	  3.2172	  0.2015
  0.5457	  0.5600	  0.4284
  0.8847	  0.3958	  0.2133
  0.2541	  0.4988	  0.9963
  0.2865	  0.4168	  0.4970
  0.7874	  0.4757	  1.4076
  0.5113	  1.0569	  1.5198
  0.2731	  0.7022	  0.3031
  1.4954	  0.8724	  0.2705
  1.1353	  0.5781	  0.4495
  0.4110	  0.2673	  0.5340
  0.7851	  1.5123	  1.3083
  0.8689	  1.1060	  3.2273
  0.9301	  1.0359	  0.6744
  0.5395	  0.2968	  1.1600
  1.6715	  0.6136	  1.2122
  1.6894	  0.6875	  0.5792
  2.1533	  0.9629	  1.8974
  0.6335	  0.6792	  1.5271
  0.9826	  1.2286	  0.5994
  2.4247	  0.6190	  1.2618
  0.8372	  0.8345	  0.6882
  0.6313	  0.7369	  0.6606
  0.2392	  0.5579	  0.4940
  1.3904	  1.1484	  0.7031
  0.5623	  0.3124	  0.3982
  1.7553	  1.1428	  0.8872
  2.7049	  0.4319	  0.8759
  1.9840	  0.6666	  0.3311
  0.8084	  1.0503	  0.3208
  0.5901	  0.1407	  1.5235
  0.3334	  0.1832	  1.6506
  0.3573	  0.8609	  1.1485
  1.4252	  0.4170	  1.1022
  0.5979	  1.8086	  1.0568
  0.8768	  0.9825	  1.3216
  0.4102	  1.2133	  0.4915
  0.5991	  0.5221	  0.7129
  2.2385	  0.6256	  1.0967
  0.4309	  0.4181	  1.1846
  0.7609	  0.8890	  2.5040
  0.3416	  0.3228	  0.6234
  1.1169	  0.4271	  3.0207
  1.0376	  0.7751	  0.8029
  0.8872	  2.8162	  0.0719
  0.8279	  0.8793	  0.2812
  1.6314	  3.1197	  0.1247
  0.7560	  0.7469	  0.6315
  0.9186	  0.6046	  0.3040
  1.3061	  1.9758	  1.8027
  0.3935	  2.4840	  1.1972
  0.6296	  0.4177	  0.4009
  0.3031	  0.6496	  1.0216
  2.7336	  1.3475	  1.4097
  0.8038	  1.4074	  0.8798
  1.1275	  0.4102	  0.5237
  0.1757	  1.3437	  0.1299
  1.5878	  1.0620	  1.7918
  0.4668	  2.5569	  1.9524
  0.8576	  0.4745	  0.4729
  1.2099	  0.8664	  0.6319
  0.9255	  0.8920	  0.5870
  0.2881	  0.6234	  0.2564
  0.3066	  1.5222	  0.4633
  0.4397	  2.1453	  0.4973
  0.7388	  1.3976	  1.7864
  0.8845	  0.5745	  1.0225
  1.5566	  1.1153	  0.3982
  0.3624	  1.1267	  1.4666
  1.2514	  0.8537	  0.3864
  0.3322	  0.5074	  1.1360
  0.8312	  0.6518	  2.3446
  0.6397	  2.2656	  0.1773
  0.6682	  0.6007	  5.1485
  0.2750	  1.5982	  0.2385
  3.1621	  1.2245	  1.4752
  0.1617	  0.9615	  0.9953
  2.5623	  0.9123	  1.2906
  0.4259	  2.3233	  0.4437
  1.8661	  1.1256	  1.0522
  2.7997	  1.4130	  1.2972
  0.7828	  0.2655	  0.5789
  1.8570	  0.7637	  2.1580
  0.3591	  0.3680	  1.1670
  0.2963	  0.3661	  0.8693
  1.0179	  0.5280	  0.3532
  0.2714	  0.1658	  0.4640
  0.3654	  1.5694	  0.6570
  0.5685	  0.5759	  0.4550
  0.6574	  1.4523	  0.1947
  0.6619	  0.5095	  0.8988
  1.3306	  0.4157	  0.8170
  0.6381	  0.3113	  0.6908
  1.6690	  1.2813	  0.7989
  0.9647	  0.4819	  0.7516
  0.8410	  0.6554	  1.4296
  1.7376	  1.3574	  1.0250
  0.9898	  0.8763	  0.8457
  0.2935	  0.8016	  0.4989
  1.1144	  0.3907	  3.5764
  0.9116	  2.0234	  1.6437
  0.6490	  0.6311	  0.2911
  2.2862	  1.0245	  2.1275
  0.1680	  1.0528	  0.3615
  0.6630	  0.7061	  0.8834
  1.3947	  1.2270	  1.2271
  0.3008	  1.2950	  0.3753
  0.4686	  0.6846	  0.3947
  0.5604	  3.8259	  0.5778
  3.1910	  0.8996	  0.3312
  1.1513	  2.0073	  0.1349
  1.8789	  1.0955	  1.6882
  2.1098	  0.8878	  0.8901
  1.8017	  1.3344	  1.0319
  0.8513	  1.0084	  1.7825
  0.3076	  1.5122	  0.2125
  0.2473	  1.5997	  1.6749
  0.2805	  0.6786	  0.5496
  2.3494	  0.9216	  5.1917
  0.7431	  1.5297	  1.1146
  1.6038	  1.1373	  0.8905
  1.3916	  1.0461	  0.2230
  1.4162	  1.5826	  0.9218
  3.3122	  0.6820	  0.7594
  0.7490	  1.2502	  0.3373
  0.2714	  0.2826	  0.2938
  1.3200	  2.0485	  0.5184
  0.4888	  0.3719	  1.1125
  0.5983	  1.1691	  0.9396
  1.4395	  0.6782	  0.3630
  0.4421	  1.0231	  0.3389
  0.4532	  0.9775	  0.6220
  0.6855	  1.1470	  1.1282
  2.6859	  1.7768	  0.4272
  1.3451	  2.9102	  0.2974
  1.8188	  0.7952	  1.0289
  0.4185	  0.3530	  0.9274
  0.2851	  0.6025	  1.8829
  0.8623	  1.8331	  0.8446
  0.6810	  1.5142	  1.1642
  1.3411	  0.5598	  0.3934
  1.4736	  1.8638	  0.8971
  0.6669	  0.4786	  0.2950
  1.7375	  0.5760	  0.6550
  1.6125	  1.1199	  1.8653
  0.3577	  1.2384	  0.3259
  0.8153	  2.1537	  0.2592
  0.1886	  0.6623	  0.6686
  0.3825	  0.8960	  2.2623
  0.6942	  1.7250	  1.5339
  0.6332	  0.3988	  0.7316
  0.5719	  1.0098	  2.0012
  1.4715	  0.7009	  1.3772
  1.0626	  0.5850	  0.8857
  0.6790	  0.4484	  0.1919
  2.3063	  1.4646	  0.4466
  0.5295	  0.6072	  0.7085
  0.2393	  0.8416	  2.5912
  0.4602	  1.3158	  0.9108
  0.6727	  3.2475	  0.5530
  0.6231	  1.5134	  2.7384
  0.6672	  2.7550	  0.7042
  0.5569	  0.7144	  1.1660
  0.6165	  0.5097	  2.0947
  0.6202	  0.5302	  0.1568
  2.1786	  1.0325	  0.5264
  1.4712	  1.5378	  0.4964
  0.2894	  0.6443	  0.2152
  0.2780	  0.7519	  0.4361
  0.3464	  3.5319	  0.8913
  0.5474	  1.4336	  0.8780
  0.4967	  1.1698	  0.4507
  5.1790	  0.6958	  1.5402
  3.1415	  0.9960	  0.6456
  0.6496	  0.1659	  0.9703
  0.6334	  0.3265	  0.7641
  0.7303	  2.9016	  0.9904
  1.1818	  1.1804	  0.7747
  0.2530	  1.1837	  0.5008
  0.9461	  3.2502	  0.7546
  0.3665	  0.4717	  0.8918
  0.2136	  2.4083	  0.9219
  2.9352	  1.3621	  0.3257
  0.8877	  1.2198	  1.2934
  0.6829	  3.0099	  0.4241
  0.5006	  0.9756	  2.0243
  0.3988	  1.6951	  0.6997
  0.9808	  1.1765	  2.5504
  0.9283	  1.1446	  0.2802
  0.8500	  1.2773	  0.4915
  1.0275	  0.6876	  3.8915
  1.9601	  1.2016	  0.2604
  1.6472	  3.4497	  1.3338
  0.3755	  0.8499	  0.2102
  0.7157	  0.4435	  0.9877
  0.2274	  0.5277	  0.8493
  0.3937	  1.3401	  0.2103
  0.5632	  0.3952	  0.7359
  0.8231	  0.8780	  1.2523
  4.6587	  1.3173	  0.3640
  1.1988	  0.8395	  0.4376
  0.7766	  1.8227	  1.3034
  0.5299	  1.0743	  0.8391
  0.3791	  2.7549	  0.5564
  2.0146	  1.4182	  1.6436
  0.9646	  0.6906	  0.5780
  0.6175	  0.9956	  0.7623
  0.5540	  0.6238	  1.8241
  0.6063	  0.9000	  0.9455
  0.2542	  0.9885	  1.8635
  0.7372	  0.3280	  0.6049
  1.8398	  0.7974	  1.5280
  0.3368	  2.6526	  0.1849
  0.3943	  0.3665	  3.0823
  0.6812	  0.9021	  0.6638
  1.0677	  0.5720	  0.6600
  0.3888	  1.6198	  0.7700
  0.5692	  1.4673	  3.1502
  0.7771	  0.3821	  0.2291
  2.0769	  0.8476	  0.1458
  1.4193	  0.9339	  0.6479
  0.9113	  1.4920	  0.8840
  1.4362	  1.1477	  1.9661
  1.2802	  0.5899	  0.4120
  0.5987	  0.6608	  1.5668
  0.4826	  3.2491	  0.7235
  0.4492	  0.3100	  0.6832
  0.2543	  1.4410	  1.1460
  1.4230	  0.9123	  2.9602
  0.7301	  0.3989	  0.7509
  0.5547	  0.4580	  2.5870
  1.0473	  0.9970	  0.3647
  1.7294	  0.6681	  1.7385
  2.7359	  1.9603	  0.4041
  1.3421	  2.9654	  0.4690
  1.9739	  0.1908	  0.2632
  0.4290	  0.6054	  0.2801
  1.3852	  0.6502	  0.4448
  2.6718	  1.7970	  0.3778
  0.4769	  3.1285	  1.2106
  0.6612	  0.6182	  4.3008
  2.8081	  1.4524	  0.5885
  0.7263	  0.4444	  1.5553
  0.7314	  0.5224	  0.4092
  1.9455	  1.3695	  3.5109
  0.4630	  1.7576	  0.4163
  1.5290	  1.0339	  3.5330
  1.7360	  1.2045	  1.0874
  1.3206	  1.3318	  0.9744
  0.7002	  1.1809	  0.2977
  0.8404	  0.8949	  0.8707
  0.1835	  2.4611	  0.2425
  0.5664	  1.2806	  0.4157
  0.5036	  0.3357	  0.8684
  1.2989	  6.2020	  1.4233
  1.5239	  0.2028	  0.2204
  1.9935	  0.5923	  1.2015
  1.6609	  1.5954	  2.3328
  0.8733	  1.2924	  1.3746
  0.9544	  0.6033	  1.3070
  0.7953	  1.1150	  0.2785
  0.5959	  1.0069	  0.4893
  0.4680	  0.5850	  2.1549
  1.1393	  4.0203	  0.2996
  0.2568	  0.4867	  3.1878
  0.8690	  0.8757	  0.1520
  0.4083	  1.3303	  0.5555
  1.1057	  1.2428	  1.6224
  0.6074	  2.0593	  2.4406
  1.3623	  1.5014	  1.1009
  1.1466	  1.0497	  0.5412
  0.6398	  0.8114	  0.3760
  2.9279	  0.3001	  0.6169
  1.0203	  0.3829	  0.6745
  0.2949	  0.4304	  1.6888
  0.7065	  1.3176	  1.6393
  0.6516	  0.8844	  1.1427
  0.8336	  0.6981	  0.7602
  0.7748	  0.3730	  4.9037
  0.2489	  0.3888	  1.2915
  1.2710	  0.2813	  0.7922
  0.7649	  0.3382	  0.7678
  1.0817	  0.7266	  0.4659
  0.4059	  2.3538	  0.4761
  0.1841	  0.8117	  0.6532
  1.5814	  0.9509	  1.1192
  1.3862	  1.5281	  1.1329
  1.1952	  0.7315	  0.6366
  0.4548	  1.0644	  0.4218
  0.2890	  1.5572	  1.2337
  0.6283	  0.6295	  0.9165
  0.1909	  1.0206	  0.3175
  1.6810	  1.5196	  0.8137
  0.4089	  0.7083	  0.2926
  1.6572	  0.5604	  0.5303
  0.3854	  0.1884	  0.6151
  0.7382	  0.6945	  0.6373
  0.2724	  0.1411	  0.8970
  1.2102	  0.2159	  2.7543
  1.5918	  0.8451	  0.5813
  0.6453	  0.2510	  0.7037
  0.4123	  0.4533	  0.7866
  2.2306	  1.6240	  1.7137
  1.1221	  1.0188	  0.9005
  1.2434	  0.5676	  0.9490
  1.0078	  1.2334	  0.4150
  1.2722	  0.4812	  1.7633
  0.8030	  0.5177	  1.1465
  0.5547	  4.0864	  3.1508
  0.5242	  1.6236	  0.2409
  0.9118	  1.0835	  4.6644
  0.7126	  0.3688	  0.4224
  0.4199	  0.4840	  0.6354
  0.7366	  1.3158	  1.0984
  0.1693	  0.5868	  0.2962
  0.9687	  0.5298	  1.9163
  2.8755	  1.5530	  0.7783
  0.5703	  3.3764	  0.3583
  1.5783	  1.4817	  0.4823
  1.5194	  0.8088	  2.1905
  0.7439	  0.6288	  0.7395
  3.3534	  0.8389	  1.1061
  1.7397	  1.3622	  1.9347
  0.5754	  1.1792	  0.4948
  0.9243	  2.6658	  0.4203
  0.6097	  0.7416	  0.2031
  0.6171	  0.3094	  1.7487
  1.1077	  0.5812	  0.3622
  1.5903	  0.8428	  1.1464
  0.9063	  1.9771	  1.1285
  0.6081	  0.6619	  0.9047
  0.6186	  0.3612	  0.5921
  1.3619	  0.6172	  1.5398
  0.8144	  0.5430	  1.4395
  2.4833	  1.8284	  0.7293
  1.4545	  1.0600	  2.2985
  1.4976	  0.2991	  0.7820
  0.8815	  1.5488	  0.2319
  0.3941	  0.3891	  3.7936
  0.2825	  2.4985	  0.3285
  0.6825	  1.4512	  0.3145
  0.3103	  1.5710	  0.4873
  1.9699	  1.8657	  0.7623
  0.3247	  0.7216	  0.6717
  0.6703	  2.9684	  0.7705
  0.3522	  0.2461	  1.1173
  0.9022	  0.4031	  0.2435
  1.1224	  0.8167	  0.5322
  4.4930	  0.5239	  0.9586
  0.8663	  0.4852	  1.4786
  2.0871	  0.3456	  2.2991
  4.7434	  0.5614	  1.7997
  0.4606	  2.4154	  1.7816
  2.6471	  1.0164	  0.3790
  0.5517	  0.8510	  0.2574
  1.2991	  0.3875	  0.4866
  1.3477	  1.1354	  1.5653
  0.1308	  2.7567	  0.7924
  0.4436	  0.3760	  0.8991
  1.1776	  2.2583	  0.4128
  1.0673	  1.7647	  0.4120
  1.6332	  0.5002	  0.2325
  1.4911	  1.4682	  0.4823
  0.4626	  0.7470	  0.5591
  0.9554	  1.3353	  0.5899
  1.3771	  0.4083	  1.0380
  0.8382	  0.2032	  1.4183
  0.6278	  0.5412	  0.8561
  1.6467	  1.3434	  1.0768
  2.6026	  0.8717	  0.8165
  0.5883	  0.9216	  1.8912
  0.3116	  0.5468	  0.1495
  1.7941	  0.3444	  0.5227
  0.5712	  2.4904	  1.4194
  1.2266	  0.4612	  0.9176
  1.2660	  1.6149	  0.2474
  0.3446	  0.7429	  1.3668
  1.6276	  0.4091	  1.1651
  0.3153	  0.5827	  0.5061
  1.4952	  0.5337	  0.8120
  0.6502	  1.3433	  0.6993
  1.1090	  0.2258	  0.7240
  0.7970	  0.3984	  0.2540
  0.1420	  0.1802	  0.7940
  0.4461	  0.3624	  0.2852
  0.2034	  1.1446	  1.3400
  0.5055	  1.1390	  2.0255
  0.6130	  1.0402	  1.3789
  0.4662	  1.3463	  0.3977
  2.3576	  0.2553	  0.1769
  0.3302	  1.6696	  0.5427
  3.4076	  1.2183	  2.6011
  0.1301	  1.0560	  1.5697
  1.7257	  0.8630	  0.3772
  1.6426	  0.4957	  0.2106
  2.3275	  0.8400	  0.5156
  0.4846	  1.1457	  0.9960
